gt_idx,pred_idx,match_reason,iou,intersection_over_gt,center_distance,gt_text,pred_text,gt_points,pred_points,gt_text_norm,pred_text_norm,gt_len_chars,pred_len_chars,lev_sim,cer_sim,word_sim,chrf,end2end_lev,end2end_chrf,gt_x1,gt_y1,gt_x2,gt_y2,pred_x1,pred_y1,pred_x2,pred_y2,file,gt_json_path,pred_json_path
1,1,iou,0.14159406538428362,0.47683369644153956,79.41190087134295,ONE YEAR AGO...,The port was about a year ago.,"[[788, 616], [873, 616], [873, 697], [788, 697]]","[[824, 630], [977, 630], [977, 758], [824, 758]]",one year ago...,the port was about a year ago.,15,30,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.4450966711532105,0.04247821961528509,0.06302304715759467,788.0,616.0,873.0,697.0,824.0,630.0,977.0,758.0,pg_2.json,outputs\en\json\pg_2.json,outputs\jap\translation_best\pg_2.json
2,5,iou,0.2604982206405694,0.43211334120425027,73.12489316231512,A PIRATE SHIP MADE THE VILLAGE ITS BASE.,There's a pirate ship on board.,"[[62, 815], [209, 815], [209, 936], [62, 936]]","[[87, 873], [219, 873], [219, 1020], [87, 1020]]",a pirate ship made the village its base.,there's a pirate ship on board.,40,31,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.3536488310985383,0.07814946619217082,0.09212489123278648,62.0,815.0,209.0,936.0,87.0,873.0,219.0,1020.0,pg_2.json,outputs\en\json\pg_2.json,outputs\jap\translation_best\pg_2.json
3,3,center_fallback,0.05571299366897799,0.06959141404631897,172.00290695217916,ENA,"Hey, Ruff, what are you doing?","[[513, 984], [748, 984], [748, 1210], [513, 1210]]","[[468, 1133], [561, 1133], [561, 1315], [468, 1315]]",ena,"hey, ruff, what are you doing?",3,30,0.06666666666666665,0.06666666666666665,0.06666666666666665,0.13513513513513514,0.003714199577931865,0.00752878292824027,513.0,984.0,748.0,1210.0,468.0,1133.0,561.0,1315.0,pg_2.json,outputs\en\json\pg_2.json,outputs\jap\translation_best\pg_2.json
4,3,center_fallback,0.04960792676925096,0.10036508463325589,133.73200813567408,"HEY, LUFFY! WHAT'RE YOU UP TO NOW?!","Hey, Ruff, what are you doing?","[[391, 1046], [522, 1046], [522, 1161], [391, 1161]]","[[468, 1133], [561, 1133], [561, 1315], [468, 1315]]","hey, luffy! what're you up to now?!","hey, ruff, what are you doing?",35,30,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.2700570750419468,0.031182125397814887,0.013396971602199008,391.0,1046.0,522.0,1161.0,468.0,1133.0,561.0,1315.0,pg_2.json,outputs\en\json\pg_2.json,outputs\jap\translation_best\pg_2.json
5,2,center_fallback,0.0,0.0,126.92615963622313,THE WIND BLOWS FROM THE EAST.,The wind is from the east.,"[[728, 1072], [813, 1072], [813, 1208], [728, 1208]]","[[817, 1155], [904, 1155], [904, 1304], [817, 1304]]",the wind blows from the east.,the wind is from the east.,29,26,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.7090576865993604,0.0,0.0,728.0,1072.0,813.0,1208.0,817.0,1155.0,904.0,1304.0,pg_2.json,outputs\en\json\pg_2.json,outputs\jap\translation_best\pg_2.json
6,7,center_fallback,0.0,0.0,118.56749132877864,HMPH!,"Oh, and the truth.","[[22, 1114], [107, 1114], [107, 1141], [22, 1141]]","[[37, 1198], [100, 1198], [100, 1294], [37, 1294]]",hmph!,"oh, and the truth.",5,18,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.05714285714285714,0.0,0.0,22.0,1114.0,107.0,1141.0,37.0,1198.0,100.0,1294.0,pg_2.json,outputs\en\json\pg_2.json,outputs\jap\translation_best\pg_2.json
7,7,center_fallback,0.0,0.0,92.12627204006466,AND THE VILLAGE IS AT PEACE.,"Oh, and the truth.","[[44, 1294], [175, 1294], [175, 1363], [44, 1363]]","[[37, 1198], [100, 1198], [100, 1294], [37, 1294]]",and the village is at peace.,"oh, and the truth.",28,18,0.2142857142857143,0.2142857142857143,0.2142857142857143,0.19406239738093703,0.0,0.0,44.0,1294.0,175.0,1363.0,37.0,1198.0,100.0,1294.0,pg_2.json,outputs\en\json\pg_2.json,outputs\jap\translation_best\pg_2.json
0,0,iou,0.1576961576961577,0.19481569560047562,74.96665925596525,RUBBER BOY! WHY ARE YOL IN SUCHA GOODMOO LATELY!,Looks like you're having a lot of fun these days.,"[[739, 15], [884, 15], [884, 160], [739, 160]]","[[704, 32], [771, 32], [771, 167], [704, 167]]",rubber boy! why are yol in sucha goodmoo lately!,looks like you're having a lot of fun these days.,48,49,0.18367346938775508,0.18367346938775508,0.18367346938775508,0.14680049482681062,0.028964600393171818,0.023149873982082708,739.0,15.0,884.0,160.0,704.0,32.0,771.0,167.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
1,11,iou,0.815563448498547,0.815563448498547,8.514693182963201,"ITDOESNT MATTER,IFISINK LIKE AN ANCHOR, THENILL JUSTBE APIRATE THAT NEVERFALLS OVERBOARD!","Well, even if I live a life of cannabis, I'll be a pirate for life after falling from the sea.","[[5, 17], [195, 17], [195, 180], [5, 180]]","[[7, 31], [180, 31], [180, 177], [7, 177]]","itdoesnt matter,ifisink like an anchor, thenill justbe apirate that neverfalls overboard!","well, even if i live a life of cannabis, i'll be a pirate for life after falling from the sea.",89,94,0.2978723404255319,0.2978723404255319,0.2978723404255319,0.27693587705862616,0.24293379316977995,0.22585877890690279,5.0,17.0,195.0,180.0,7.0,31.0,180.0,177.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
2,6,iou,0.6163172518312705,0.6163172518312705,18.034688796871432,AND YOU WONTBE ABLETO SWIMFOR THEREST OFYOUR LIFE.,"You will swim all your life, and you will be in the workplace.","[[323, 19], [430, 19], [430, 167], [323, 167]]","[[324, 45], [404, 45], [404, 167], [324, 167]]",and you wontbe ableto swimfor therest ofyour life.,"you will swim all your life, and you will be in the workplace.",50,62,0.22580645161290325,0.22580645161290325,0.22580645161290325,0.3537652339515189,0.1391684117038353,0.2180316167824466,323.0,19.0,430.0,167.0,324.0,45.0,404.0,167.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
3,5,iou,0.4440778972012344,0.5938804554079696,44.93606569338264,"THE PIRATES SETSAIL WITHOUT YOU TODAY,YOU KNOW?","You could have been caught in the sea of pirates today, right?","[[454, 33], [624, 33], [624, 157], [454, 157]]","[[441, 50], [571, 50], [571, 201], [441, 201]]","the pirates setsail without you today,you know?","you could have been caught in the sea of pirates today, right?",47,62,0.24193548387096775,0.24193548387096775,0.24193548387096775,0.3076541551905703,0.10743820093578252,0.1366224103022507,454.0,33.0,624.0,157.0,441.0,50.0,571.0,201.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
4,11,center_fallback,0.0,0.0,134.3726162579266,00C,"Well, even if I live a life of cannabis, I'll be a pirate for life after falling from the sea.","[[81, 222], [126, 222], [126, 254], [81, 254]]","[[7, 31], [180, 31], [180, 177], [7, 177]]",00c,"well, even if i live a life of cannabis, i'll be a pirate for life after falling from the sea.",3,94,0.010638297872340385,0.010638297872340385,0.010638297872340385,0.019157088122605363,0.0,0.0,81.0,222.0,126.0,254.0,7.0,31.0,180.0,177.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
5,7,center_fallback,0.0,0.0,23.04886114323222,F8,it's just a matter of time.,"[[248, 229], [263, 229], [263, 253], [248, 253]]","[[270, 227], [287, 227], [287, 258], [270, 258]]",f8,it's just a matter of time.,2,27,0.03703703703703709,0.03703703703703709,0.03703703703703709,0.08333333333333331,0.0,0.0,248.0,229.0,263.0,253.0,270.0,227.0,287.0,258.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
6,13,iou,0.20168422030945982,0.20371997331376943,175.02089161011608,BOOAING,It's a very good idea.,"[[116, 447], [699, 447], [699, 711], [116, 711]]","[[114, 458], [366, 428], [381, 557], [130, 587]]",booaing,it's a very good idea.,7,22,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.11094226693681733,0.0275023936785627,0.022375304606515965,116.0,447.0,699.0,711.0,114.0,428.0,381.0,587.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
7,1,iou,0.2529028485506641,0.431729055258467,83.94343333459742,I'M GLADI ATE THE GUM-GUM DEVIL FRUIT...,I don't know if I've ever been a scoundrel with rubber nuts.,"[[677, 591], [827, 591], [827, 778], [677, 778]]","[[626, 500], [747, 500], [747, 764], [626, 764]]",i'm gladi ate the gum-gum devil fruit...,i don't know if i've ever been a scoundrel with rubber nuts.,40,60,0.25,0.25,0.25,0.12675206610901546,0.06322571213766602,0.0320559585786521,677.0,591.0,827.0,778.0,626.0,500.0,747.0,764.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
8,10,iou,0.36244836917817974,0.6471074380165289,73.90027063549903,LOOK ATWHAT ICAN DO!,The three of them are happy to have each one of them.,"[[0, 649], [130, 649], [130, 770], [0, 770]]","[[10, 507], [97, 507], [97, 766], [10, 766]]",look atwhat ican do!,the three of them are happy to have each one of them.,20,53,0.18867924528301883,0.18867924528301883,0.18867924528301883,0.09127212520959717,0.06838648475059994,0.03308143293364512,0.0,649.0,130.0,770.0,10.0,507.0,97.0,766.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
9,3,iou,0.1293715487772811,0.15974025974025974,107.82393055347222,"WELL, THIS VILLAGE DOESN'T NEED ANY MORE IDIOTS, SONNY!",The body was in rubber.,"[[475, 963], [651, 963], [651, 1138], [475, 1138]]","[[467, 888], [557, 888], [557, 1023], [467, 1023]]","well, this village doesn't need any more idiots, sonny!",the body was in rubber.,55,23,0.18181818181818177,0.18181818181818177,0.18181818181818177,0.05646069351730139,0.023522099777687468,0.007304407365372675,475.0,963.0,651.0,1138.0,467.0,888.0,557.0,1023.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
10,12,iou,0.32339449541284404,0.4305988023952096,88.11923740024082,"NOW,THE CAPTAIN'S NOTSUCHA BAD FELLOW, AWAY FROM THOSE PIRATES!","The captain seems to know a little bit more about it, but he doesn't want to talk to him anymore.","[[6, 971], [173, 971], [173, 1171], [6, 1171]]","[[4, 895], [147, 895], [147, 1073], [4, 1073]]","now,the captain's notsucha bad fellow, away from those pirates!","the captain seems to know a little bit more about it, but he doesn't want to talk to him anymore.",63,97,0.25773195876288657,0.25773195876288657,0.25773195876288657,0.2653767863081457,0.08334909675588763,0.08582139190240493,6.0,971.0,173.0,1171.0,4.0,895.0,147.0,1073.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
11,9,center_fallback,0.06471954862263525,0.0796243364638628,100.88111815399351,IT'D MAKE THE LOOK BAD!!,It's going to be a good one.,"[[186, 996], [265, 996], [265, 1151], [186, 1151]]","[[178, 920], [211, 920], [211, 1035], [178, 1035]]",it'd make the look bad!!,it's going to be a good one.,24,28,0.3571428571428571,0.3571428571428571,0.3571428571428571,0.12470064007877894,0.023114124508084016,0.008070569138852271,186.0,996.0,265.0,1151.0,178.0,920.0,211.0,1035.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
12,14,iou,0.2542776998597475,0.2633260711692084,59.83519031473035,"FOR THE LAST TIME,LUFFY,I WONT ALLOW YOUTO BECOME A PIRATE!",Three.,"[[276, 997], [456, 997], [456, 1150], [276, 1150]]","[[277, 1076], [375, 1076], [375, 1160], [277, 1160]]","for the last time,luffy,i wont allow youto become a pirate!",three.,59,6,0.06779661016949157,0.06779661016949157,0.06779661016949157,0.024374966682658997,0.017239166092186283,0.00619801046222451,276.0,997.0,456.0,1150.0,277.0,1076.0,375.0,1160.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
13,2,iou,0.10072796188384492,0.16129215235826314,135.83077707206124,"YOU THINKBEING GAWKEDAT BECAUSEYOU'RE AFREAKISA GREAT THING, EH?","What happened is certainly strange and interesting in the village, but what is the use of it?","[[665, 997], [884, 997], [884, 1158], [665, 1158]]","[[625, 877], [786, 877], [786, 1044], [625, 1044]]","you thinkbeing gawkedat becauseyou're afreakisa great thing, eh?","what happened is certainly strange and interesting in the village, but what is the use of it?",64,93,0.23655913978494625,0.23655913978494625,0.23655913978494625,0.18401969026882392,0.023828120015533208,0.018535928347275042,665.0,997.0,884.0,1158.0,625.0,877.0,786.0,1044.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
14,12,center_fallback,0.02964257158932749,0.10744954916273079,118.15773355984787,BUTYOU STAY VILLAGE,"The captain seems to know a little bit more about it, but he doesn't want to talk to him anymore.","[[3, 1066], [277, 1066], [277, 1100], [3, 1100]]","[[4, 895], [147, 895], [147, 1073], [4, 1073]]",butyou stay village,"the captain seems to know a little bit more about it, but he doesn't want to talk to him anymore.",19,97,0.12371134020618557,0.12371134020618557,0.12371134020618557,0.11560991022317435,0.003667122258473504,0.0034269750402261697,3.0,1066.0,277.0,1100.0,4.0,895.0,147.0,1073.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
15,4,center_fallback,0.0,0.0,127.12985487288185,GOOD MORNING MR MAYOR!,And then there's the village chief!,"[[469, 1157], [574, 1157], [574, 1251], [469, 1251]]","[[455, 1036], [510, 1036], [510, 1130], [455, 1130]]",good morning mr mayor!,and then there's the village chief!,22,35,0.17142857142857137,0.17142857142857137,0.17142857142857137,0.06289308176100629,0.0,0.0,469.0,1157.0,574.0,1251.0,455.0,1036.0,510.0,1130.0,pg_20.json,outputs\en\json\pg_20.json,outputs\jap\translation_best\pg_20.json
0,9,center_fallback,0.0,0.0,157.99050604387594,READ THIS WAY,"It’s not time for you to get rid of it, Lucky.","[[57, 20], [106, 20], [106, 77], [57, 77]]","[[56, 116], [157, 116], [157, 293], [56, 293]]",read this way,"it's not time for you to get rid of it, lucky.",13,46,0.15217391304347827,0.15217391304347827,0.15217391304347827,0.07291666666666669,0.0,0.0,57.0,20.0,106.0,77.0,56.0,116.0,157.0,293.0,pg_21.json,outputs\en\json\pg_21.json,outputs\jap\translation_best\pg_21.json
1,2,iou,0.30357142857142855,0.3333333333333333,53.225933528685054,THE PIRATES HAVE BEEN OUTAT SEA FORA LONG TIME.,The captain is far away from the sea and is far away from the sea.,"[[508, 74], [652, 74], [652, 244], [508, 244]]","[[488, 122], [576, 122], [576, 242], [488, 242]]",the pirates have been outat sea fora long time.,the captain is far away from the sea and is far away from the sea.,47,66,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.1614509629850077,0.11038961038961038,0.04901189947759162,508.0,74.0,652.0,244.0,488.0,122.0,576.0,242.0,pg_21.json,outputs\en\json\pg_21.json,outputs\jap\translation_best\pg_21.json
2,9,iou,0.5867941111843551,0.9702970297029703,20.223748416156685,"DOYOU MISS THEM, LUFFY?","It’s not time for you to get rid of it, Lucky.","[[53, 130], [154, 130], [154, 239], [53, 239]]","[[56, 116], [157, 116], [157, 293], [56, 293]]","doyou miss them, luffy?","it's not time for you to get rid of it, lucky.",23,46,0.23913043478260865,0.23913043478260865,0.23913043478260865,0.16821212012041326,0.14032033093538923,0.09870588151649387,53.0,130.0,154.0,239.0,56.0,116.0,157.0,293.0,pg_21.json,outputs\en\json\pg_21.json,outputs\jap\translation_best\pg_21.json
3,10,iou,0.6578290105667627,0.6660441954559602,16.00781059358212,AFTER THE WAY THOSE MOUNTAIN BANDITS HUMILIATED THEM?! NOTAT ALL!,No! I'm still letting you get away with that bandits thing!,"[[35, 324], [171, 324], [171, 513], [35, 513]]","[[49, 321], [156, 321], [156, 484], [49, 484]]",after the way those mountain bandits humiliated them?! notat all!,no! i'm still letting you get away with that bandits thing!,65,59,0.2153846153846154,0.2153846153846154,0.2153846153846154,0.2296563670711692,0.14168624842976427,0.1510746207207845,35.0,324.0,171.0,513.0,49.0,321.0,156.0,484.0,pg_21.json,outputs\en\json\pg_21.json,outputs\jap\translation_best\pg_21.json
4,0,center_fallback,0.026852312282446545,0.051759550869505684,101.20523701864444,IREALLY MIS- JUDGED THOSE GUYS!,I had a lot of champagne on me!,"[[770, 578], [879, 578], [879, 712], [770, 712]]","[[681, 537], [777, 537], [777, 686], [681, 686]]",ireally mis- judged those guys!,i had a lot of champagne on me!,31,31,0.19354838709677424,0.19354838709677424,0.19354838709677424,0.0823192764062755,0.00519722173208643,0.0022104629169263437,770.0,578.0,879.0,712.0,681.0,537.0,777.0,686.0,pg_21.json,outputs\en\json\pg_21.json,outputs\jap\translation_best\pg_21.json
5,5,iou,0.14228951890034364,0.1747790528953964,138.70832707519762,[ THOUGHT THEY WERE BRAVE AND TOUGH.. BUT THEY'RE REALLY JUSTA BUNCH OF WIMPS.,I thought they were a good pirate.,"[[471, 583], [597, 583], [597, 944], [471, 944]]","[[428, 542], [524, 542], [524, 733], [428, 733]]",[ thought they were brave and tough.. but they're really justa bunch of wimps.,i thought they were a good pirate.,78,34,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.2728149047309772,0.049254064234734336,0.038818701543013825,471.0,583.0,597.0,944.0,428.0,542.0,524.0,733.0,pg_21.json,outputs\en\json\pg_21.json,outputs\jap\translation_best\pg_21.json
6,11,iou,0.5857182940516273,0.6954855905380642,42.51176307799995,MAYBE SOME- TIMESIT TAKES MORE COURAGE NOTTO FIGHT.,I think seven years is cooler than being laughed at all.,"[[39, 598], [155, 598], [155, 805], [39, 805]]","[[46, 553], [146, 553], [146, 765], [46, 765]]",maybe some- timesit takes more courage notto fight.,i think seven years is cooler than being laughed at all.,51,56,0.2142857142857143,0.2142857142857143,0.2142857142857143,0.1470018442360134,0.12551106301106302,0.08610166942836081,39.0,598.0,155.0,805.0,46.0,553.0,146.0,765.0,pg_21.json,outputs\en\json\pg_21.json,outputs\jap\translation_best\pg_21.json
7,7,iou,0.2231614539306847,0.3643744418283673,66.29668166658116,ARE YOU SURE ABOUT THAT?,I'm not sure if I'm being treated like that.,"[[340, 620], [453, 620], [453, 729], [340, 729]]","[[319, 548], [408, 548], [408, 686], [319, 686]]",are you sure about that?,i'm not sure if i'm being treated like that.,24,44,0.34090909090909094,0.34090909090909094,0.34090909090909094,0.21647107815412828,0.0760777683854607,0.048308000534818145,340.0,620.0,453.0,729.0,319.0,548.0,408.0,686.0,pg_21.json,outputs\en\json\pg_21.json,outputs\jap\translation_best\pg_21.json
8,6,iou,0.10073107735411285,0.1397594752186589,97.94896630388705,IS THAT RIGHT? IGUESS IDONT UNDER- STAND.,I don't know what you're talking about.,"[[391, 1008], [489, 1008], [489, 1176], [391, 1176]]","[[360, 943], [430, 943], [430, 1067], [360, 1067]]",is that right? iguess idont under- stand.,i don't know what you're talking about.,41,39,0.1707317073170732,0.1707317073170732,0.1707317073170732,0.14671275594290029,0.01719798881655586,0.014778533967719368,391.0,1008.0,489.0,1176.0,360.0,943.0,430.0,1067.0,pg_21.json,outputs\en\json\pg_21.json,outputs\jap\translation_best\pg_21.json
9,1,center_fallback,0.05112219451371571,0.07992202729044834,122.01741678957148,YOUJUST WOULONT UNDERSTAND MAKINO.,"I don't know, maquino's a once-in-a-lifetime thing.","[[718, 1024], [880, 1024], [880, 1138], [718, 1138]]","[[671, 925], [759, 925], [759, 1060], [671, 1060]]",youjust woulont understand makino.,"i don't know, maquino's a once-in-a-lifetime thing.",34,51,0.2549019607843137,0.2549019607843137,0.2549019607843137,0.13897926232775015,0.01303114762114322,0.007104924882091966,718.0,1024.0,880.0,1138.0,671.0,925.0,759.0,1060.0,pg_21.json,outputs\en\json\pg_21.json,outputs\jap\translation_best\pg_21.json
10,3,iou,0.13574739788332021,0.20103626943005182,116.48712375194093,"AREAL MAN HAS TO STAND UPFOR HIMSELF,NO MATTER WHAT.","You know, sometimes men have to do whatever they want.","[[514, 1028], [707, 1028], [707, 1188], [514, 1188]]","[[481, 930], [611, 930], [611, 1092], [481, 1092]]","areal man has to stand upfor himself,no matter what.","you know, sometimes men have to do whatever they want.",52,54,0.2407407407407407,0.2407407407407407,0.2407407407407407,0.1867116240310332,0.032679929120058564,0.025345617116781554,514.0,1028.0,707.0,1188.0,481.0,930.0,611.0,1092.0,pg_21.json,outputs\en\json\pg_21.json,outputs\jap\translation_best\pg_21.json
11,8,iou,0.1192215013901761,0.1453427938717404,118.58541225631423,MAKE WAY FOR THE TERROR OFTHE HIGHLANDS!,I'll be in your way.,"[[128, 1196], [237, 1196], [237, 1399], [128, 1399]]","[[154, 1095], [202, 1095], [202, 1263], [154, 1263]]",make way for the terror ofthe highlands!,i'll be in your way.,40,20,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.06655175538064831,0.017883225208526417,0.007934400196632621,128.0,1196.0,237.0,1399.0,154.0,1095.0,202.0,1263.0,pg_21.json,outputs\en\json\pg_21.json,outputs\jap\translation_best\pg_21.json
0,4,iou,0.2586750788643533,0.6666666666666666,34.55792239125495,WHA...,It's.,"[[14, 172], [110, 172], [110, 213], [14, 213]]","[[28, 89], [92, 89], [92, 227], [28, 227]]",wha...,it's.,6,5,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.034482758620689655,0.043112513144058874,0.008919830305667356,14.0,172.0,110.0,213.0,28.0,89.0,92.0,227.0,pg_22.json,outputs\en\json\pg_22.json,outputs\jap\translation_best\pg_22.json
1,1,iou,0.12375859434682965,0.24530587522713507,103.90981666810889,"NO PIRATES TODAY, EH? SMELLS BETTER...",Today the pirates are gathering together in a quiet and peaceful.,"[[759, 456], [889, 456], [889, 583], [759, 583]]","[[704, 344], [809, 344], [809, 537], [704, 537]]","no pirates today, eh? smells better...",today the pirates are gathering together in a quiet and peaceful.,38,65,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2589013140810946,0.0380795674913322,0.032041262705223325,759.0,456.0,889.0,583.0,704.0,344.0,809.0,537.0,pg_22.json,outputs\en\json\pg_22.json,outputs\jap\translation_best\pg_22.json
2,5,iou,0.6665345250108116,0.8598726114649682,26.669270706189174,WE WERE IN SOWE STOPPED BY.,"And then I knocked on the door again, and I stopped by.","[[24, 659], [161, 659], [161, 816], [24, 816]]","[[15, 628], [164, 628], [164, 794], [15, 794]]",we were in sowe stopped by.,"and then i knocked on the door again, and i stopped by.",27,55,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.3612024742460955,0.2423761909130224,0.24075391960435114,24.0,659.0,161.0,816.0,15.0,628.0,164.0,794.0,pg_22.json,outputs\en\json\pg_22.json,outputs\jap\translation_best\pg_22.json
3,5,iou,0.31382765531062123,0.9731543624161074,13.601470508735444,"THE AREA,","And then I knocked on the door again, and I stopped by.","[[19, 697], [168, 697], [168, 751], [19, 751]]","[[15, 628], [164, 628], [164, 794], [15, 794]]","the area,","and then i knocked on the door again, and i stopped by.",9,55,0.12727272727272732,0.12727272727272732,0.12727272727272732,0.12400499414449383,0.03994170158498817,0.03891619655917381,19.0,697.0,168.0,751.0,15.0,628.0,164.0,794.0,pg_22.json,outputs\en\json\pg_22.json,outputs\jap\translation_best\pg_22.json
4,2,iou,0.12255166217430369,0.25009167583425007,74.91662031885849,WE'RE CUSTOMERS,It's a very special place.,"[[424, 1011], [525, 1011], [525, 1092], [424, 1092]]","[[398, 924], [486, 924], [486, 1044], [398, 1044]]",we're customers,it's a very special place.,15,26,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.11898774656895479,0.0188541018729698,0.01458214612040021,424.0,1011.0,525.0,1092.0,398.0,924.0,486.0,1044.0,pg_22.json,outputs\en\json\pg_22.json,outputs\jap\translation_best\pg_22.json
5,0,center_fallback,0.03667891961003676,0.06382091212458287,121.79183059630888,WHAT'RE YOU WAITING FOR?,It's just one pi wart.,"[[735, 1029], [859, 1029], [859, 1145], [735, 1145]]","[[707, 905], [789, 905], [789, 1046], [707, 1046]]",what're you waiting for?,it's just one pi wart.,24,22,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.12381261902318313,0.006113153268339459,0.004541313099859443,735.0,1029.0,859.0,1145.0,707.0,905.0,789.0,1046.0,pg_22.json,outputs\en\json\pg_22.json,outputs\jap\translation_best\pg_22.json
0,0,iou,0.27420732865008546,0.27420732865008546,48.75705077217038,SM,"Mr. Murata-san, you've got a lot of work to do.","[[545, 298], [821, 298], [821, 527], [545, 527]]","[[676, 344], [785, 344], [785, 503], [676, 503]]",sm,"mr. murata-san, you've got a lot of work to do.",2,47,0.021276595744680882,0.021276595744680882,0.021276595744680882,0.10869565217391304,0.005834198481916721,0.02980514441848755,545.0,298.0,821.0,527.0,676.0,344.0,785.0,503.0,pg_23.json,outputs\en\json\pg_23.json,outputs\jap\translation_best\pg_23.json
1,8,iou,0.32154691314963374,0.4154929577464789,49.99249943741561,AND THE MOUNTAIN BANDITS!,The candles are for the bandits.,"[[26, 329], [151, 329], [151, 471], [26, 471]]","[[6, 346], [85, 346], [85, 505], [6, 505]]",and the mountain bandits!,the candles are for the bandits.,25,32,0.46875,0.46875,0.46875,0.32543720611470817,0.1507251155388908,0.10464332905022553,26.0,329.0,151.0,471.0,6.0,346.0,85.0,505.0,pg_23.json,outputs\en\json\pg_23.json,outputs\jap\translation_best\pg_23.json
2,0,center_fallback,0.06763508512213176,0.12686567164179105,104.73418735064497,MAYOR! WEVE GOTA PROBLEM!,"Mr. Murata-san, you've got a lot of work to do.","[[768, 352], [902, 352], [902, 481], [768, 481]]","[[676, 344], [785, 344], [785, 503], [676, 503]]",mayor! weve gota problem!,"mr. murata-san, you've got a lot of work to do.",25,47,0.25531914893617025,0.25531914893617025,0.25531914893617025,0.2293137472652214,0.017268532371608112,0.015509654815958259,768.0,352.0,902.0,481.0,676.0,344.0,785.0,503.0,pg_23.json,outputs\en\json\pg_23.json,outputs\jap\translation_best\pg_23.json
3,2,center_fallback,0.025025025025025027,0.04807692307692308,82.38931969618392,"WHAT'S WRONG, MAKINO!",What's wrong with the carrots?,"[[451, 356], [555, 356], [555, 456], [451, 456]]","[[386, 342], [456, 342], [456, 486], [386, 486]]","what's wrong, makino!",what's wrong with the carrots?,21,30,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4946063982678572,0.011678345011678345,0.012377537494190622,451.0,356.0,555.0,456.0,386.0,342.0,456.0,486.0,pg_23.json,outputs\en\json\pg_23.json,outputs\jap\translation_best\pg_23.json
4,3,iou,0.49910956978161025,0.8152173913043478,22.327113561766108,IT'S LUFFY...,You're in such a hurry.,"[[267, 357], [359, 357], [359, 428], [267, 428]]","[[284, 354], [367, 354], [367, 468], [284, 468]]",it's luffy...,you're in such a hurry.,13,23,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.08807024281995478,0.08680166430984526,0.043956701004429576,267.0,357.0,359.0,428.0,284.0,354.0,367.0,468.0,pg_23.json,outputs\en\json\pg_23.json,outputs\jap\translation_best\pg_23.json
5,4,iou,0.23378691372321947,0.2478704627426905,64.30007776045065,OUR PUNCHES AND KICKS AREN'T HURTING YOU ATALL.,It's also true.,"[[284, 821], [450, 821], [450, 978], [284, 978]]","[[279, 806], [352, 806], [352, 916], [279, 916]]",our punches and kicks aren't hurting you atall.,it's also true.,47,15,0.17021276595744683,0.17021276595744683,0.17021276595744683,0.07254283010606895,0.03979351722948417,0.016959564363245708,284.0,821.0,450.0,978.0,279.0,806.0,352.0,916.0,pg_23.json,outputs\en\json\pg_23.json,outputs\jap\translation_best\pg_23.json
